year,month,day,RPT,VAL,ROS,KIL,SHA,BIR,DUB,CLA,MUL,CLO,BEL,MAL
77.0,2.0,10.0,11.75,8.46,10.08,6.34,11.96,9.92,12.25,8.87,10.21,3.58,12.12,27.84
72.0,6.0,16.0,7.38,5.37,6.17,3.29,6.54,4.17,3.54,6.17,4.88,4.0,12.17,12.79
65.0,8.0,24.0,16.96,15.21,12.12,7.71,16.96,10.75,16.42,12.38,12.67,13.5,17.25,20.0
73.0,7.0,9.0,8.71,8.46,9.83,3.37,7.87,5.41,5.5,5.83,5.91,6.71,13.13,12.38
67.0,1.0,9.0,8.33,3.33,7.21,2.17,4.17,1.42,7.33,0.37,2.75,2.75,4.04,7.96
69.0,11.0,25.0,13.33,5.83,17.04,4.67,6.0,3.21,9.5,5.17,6.87,8.12,10.67,18.88
77.0,1.0,14.0,25.84,15.79,24.54,15.0,16.66,13.5,22.08,9.67,14.58,21.04,18.38,34.29
75.0,1.0,8.0,10.71,11.0,8.75,5.83,11.46,7.17,10.63,11.17,10.71,6.96,16.21,16.33
63.0,9.0,23.0,8.54,14.96,5.25,5.04,12.0,6.83,5.09,11.21,6.87,10.75,23.75,17.16
77.0,7.0,4.0,6.71,12.17,4.08,4.71,10.04,7.83,4.17,6.46,8.58,9.42,15.54,10.79
73.0,11.0,13.0,13.21,13.62,9.79,9.87,17.04,12.42,12.87,12.17,13.46,13.75,18.88,27.29
76.0,3.0,1.0,6.13,4.79,3.42,3.21,7.5,2.5,6.5,3.67,5.54,4.04,7.75,11.42
77.0,5.0,5.0,8.75,4.75,7.5,1.79,3.29,5.71,7.96,3.08,3.17,3.5,8.25,12.08
73.0,7.0,27.0,5.21,4.67,7.17,3.79,6.04,3.58,4.71,3.58,6.13,7.54,3.58,8.33
66.0,9.0,8.0,6.17,6.71,6.75,3.17,4.83,1.29,3.83,0.92,2.54,4.08,7.62,9.42
63.0,7.0,4.0,2.37,2.42,7.79,2.62,3.04,3.17,8.5,6.29,5.17,8.29,6.54,13.79
67.0,3.0,25.0,20.79,15.37,17.75,12.71,15.16,12.67,17.12,14.25,13.59,14.92,20.5,23.91
69.0,5.0,2.0,13.08,3.75,16.75,5.88,6.04,4.88,11.38,7.96,9.54,9.25,7.92,20.62
67.0,7.0,7.0,15.75,11.92,11.79,8.33,12.38,9.21,9.25,11.38,10.13,10.37,12.33,14.5
66.0,5.0,24.0,14.92,14.58,12.71,7.08,12.12,9.96,10.75,8.79,9.92,10.29,16.58,10.17
69.0,3.0,7.0,2.92,3.04,4.46,1.67,4.21,0.25,1.08,1.87,0.75,2.46,3.92,7.46
61.0,12.0,20.0,11.46,9.79,8.63,2.54,7.5,3.37,3.63,3.46,1.25,5.41,5.29,3.92
73.0,12.0,8.0,17.67,12.79,17.62,7.83,10.88,7.38,12.33,5.88,7.46,8.67,10.21,18.54
74.0,8.0,18.0,7.41,4.08,8.96,3.96,5.13,2.04,5.46,6.0,4.38,5.29,6.42,9.59
65.0,5.0,22.0,15.12,12.08,12.58,9.92,13.37,11.29,10.21,9.04,9.38,11.87,12.46,14.04
76.0,3.0,30.0,14.29,12.83,12.21,9.17,16.71,8.5,15.63,13.54,15.12,13.79,17.41,20.46
65.0,3.0,15.0,18.58,20.71,16.62,10.37,19.7,13.54,15.92,14.62,13.13,15.83,22.13,20.91
69.0,6.0,15.0,15.34,15.71,11.92,8.96,12.46,12.54,10.46,8.04,10.54,11.75,11.96,20.67
73.0,4.0,2.0,28.71,20.46,22.34,15.63,20.5,13.29,17.41,13.25,15.37,14.12,18.29,21.71
74.0,4.0,22.0,3.63,4.96,7.62,4.5,6.5,2.79,2.21,5.75,4.12,4.46,3.88,8.46
66.0,12.0,26.0,19.92,16.0,17.25,13.54,15.59,11.58,10.41,13.08,12.83,16.13,21.09,25.08
61.0,1.0,10.0,13.37,11.12,19.5,8.33,9.71,6.54,11.42,7.79,8.54,9.0,8.58,11.83
69.0,3.0,11.0,16.21,11.87,12.54,5.91,12.21,6.38,8.5,13.0,10.75,9.71,15.34,21.67
71.0,12.0,1.0,13.04,10.37,9.0,3.42,8.25,5.5,8.54,3.0,7.04,4.54,10.71,14.12
73.0,5.0,11.0,11.0,11.0,8.29,7.25,11.63,8.63,11.12,10.29,11.87,9.59,14.09,17.88
72.0,7.0,15.0,4.75,1.96,9.42,1.54,2.33,2.67,3.54,1.33,4.75,1.38,4.5,4.88
62.0,5.0,26.0,5.91,8.79,17.04,5.83,8.08,4.42,7.46,8.5,4.67,6.92,14.42,13.75
78.0,3.0,19.0,18.41,18.08,14.54,11.54,17.67,14.37,17.0,18.29,15.63,14.0,23.75,27.16
67.0,6.0,6.0,14.96,11.42,15.92,9.42,17.37,11.34,16.38,13.29,12.87,13.25,17.54,22.67
70.0,11.0,28.0,15.83,10.13,15.09,9.42,10.92,9.33,9.96,6.0,11.29,9.59,7.17,13.88
74.0,2.0,19.0,11.04,9.79,8.17,4.63,6.38,1.25,3.37,3.42,5.63,2.96,5.54,8.71
67.0,2.0,11.0,17.71,15.75,15.75,8.67,13.29,6.71,9.38,10.17,8.5,12.0,14.54,14.42
76.0,3.0,19.0,13.46,10.96,18.29,8.5,11.79,10.88,14.58,11.42,13.92,13.21,13.04,26.12
66.0,5.0,12.0,7.29,6.46,5.63,2.5,6.67,3.46,5.79,1.96,4.04,4.83,7.62,6.34
76.0,2.0,18.0,5.29,11.25,5.13,1.17,6.17,2.21,2.92,5.58,4.88,2.37,11.34,12.54
69.0,3.0,3.0,10.79,6.83,20.54,7.29,6.34,2.54,6.83,2.5,4.08,3.17,4.92,5.88
72.0,9.0,2.0,6.08,4.67,11.17,3.13,2.58,2.08,4.75,2.58,4.0,2.71,6.63,6.83
62.0,1.0,11.0,29.71,25.46,20.67,17.75,23.09,17.0,25.96,16.21,17.5,17.62,21.92,20.04
67.0,7.0,5.0,5.96,8.04,8.33,5.37,7.83,5.0,5.83,10.46,5.09,7.12,17.96,10.79
72.0,3.0,24.0,8.25,10.41,9.46,6.38,11.29,7.17,6.04,6.71,8.58,8.17,8.63,13.04
78.0,5.0,28.0,2.62,6.67,3.96,1.96,3.25,3.29,2.13,4.04,2.75,3.63,8.83,4.04
67.0,12.0,16.0,6.63,1.92,9.08,3.13,5.46,0.75,6.13,2.33,1.87,2.13,5.79,14.21
69.0,7.0,1.0,7.67,5.21,12.33,4.54,9.08,6.71,7.92,9.25,9.87,7.79,16.54,14.29
72.0,3.0,8.0,10.58,6.38,15.71,4.92,5.75,1.79,7.87,1.08,4.08,4.08,5.17,9.21
65.0,6.0,30.0,11.96,9.0,10.25,8.5,8.25,4.79,8.5,7.62,7.12,9.62,8.42,13.79
67.0,11.0,22.0,9.21,7.0,9.83,2.88,7.83,3.37,4.25,7.12,5.13,4.0,7.0,8.71
70.0,7.0,18.0,8.96,8.79,8.38,5.66,12.46,7.75,11.04,6.04,10.21,6.92,12.67,18.91
78.0,7.0,28.0,10.83,13.59,9.79,6.54,11.08,9.92,9.92,11.96,10.67,9.67,19.55,17.08
62.0,5.0,21.0,18.63,13.17,11.08,7.79,15.41,9.79,11.63,10.29,9.38,8.75,13.25,13.67
63.0,11.0,23.0,22.63,19.38,19.29,10.92,13.96,12.79,13.17,12.79,9.67,13.04,13.88,18.5
74.0,11.0,20.0,15.41,13.37,20.41,6.29,10.88,4.88,14.29,11.63,10.0,6.58,8.5,12.75
63.0,9.0,5.0,15.0,10.88,8.42,5.37,11.87,7.0,9.25,9.87,8.29,9.13,11.92,14.67
76.0,4.0,29.0,6.04,3.79,5.75,1.87,3.46,0.29,3.54,1.42,1.25,3.17,7.58,11.25
72.0,3.0,6.0,23.38,13.83,23.16,12.92,18.58,15.16,18.41,13.88,14.46,14.0,16.92,28.79
73.0,7.0,15.0,8.12,5.75,8.83,3.96,7.67,7.17,11.96,9.33,9.75,11.21,14.21,15.25
67.0,5.0,21.0,24.62,19.21,19.92,13.62,17.58,11.75,14.62,13.08,11.92,15.96,19.7,19.5
65.0,8.0,21.0,20.58,15.75,12.67,9.25,18.75,10.21,14.88,12.38,11.12,12.79,17.0,19.79
62.0,9.0,13.0,7.96,8.42,6.29,4.21,9.46,4.96,6.13,4.83,3.17,5.29,6.92,6.04
70.0,4.0,22.0,26.83,23.16,23.0,12.21,18.25,14.71,19.55,18.66,15.59,18.0,25.29,22.29
63.0,6.0,1.0,13.37,6.87,12.0,8.5,10.04,9.42,10.92,12.96,11.79,11.04,10.92,13.67
73.0,11.0,21.0,6.67,8.33,7.54,2.42,8.08,3.25,0.0,3.42,4.92,2.79,8.25,13.5
69.0,1.0,25.0,19.08,20.25,14.83,9.75,15.04,11.25,14.09,15.67,12.29,17.71,21.34,19.62
77.0,7.0,28.0,10.63,7.0,11.42,4.63,6.96,6.25,9.21,5.75,6.96,7.58,9.0,12.96
64.0,7.0,10.0,14.12,12.71,11.63,7.58,14.37,9.25,12.25,10.04,10.41,11.42,16.42,16.29
66.0,4.0,16.0,7.29,9.29,8.79,3.46,6.96,6.67,10.41,13.54,12.12,11.38,19.0,29.33
74.0,1.0,19.0,18.16,15.87,13.33,7.12,11.04,8.46,15.46,15.09,14.21,15.79,24.17,26.5
76.0,9.0,14.0,20.83,17.29,20.62,9.67,14.37,11.21,12.17,11.04,12.33,12.29,19.25,29.63
68.0,3.0,4.0,9.04,4.33,6.0,3.96,7.41,5.09,10.75,5.09,7.41,9.54,12.29,16.21
69.0,7.0,21.0,10.63,12.62,13.21,5.91,8.42,8.5,8.0,11.67,9.13,10.34,19.62,17.58
74.0,5.0,8.0,21.75,15.0,18.63,10.13,15.29,9.96,13.0,14.17,13.75,15.67,16.17,22.42
68.0,10.0,31.0,11.12,5.0,8.63,4.42,5.63,2.08,3.25,10.0,3.79,7.58,21.54,25.75
73.0,11.0,26.0,7.21,1.71,12.92,3.29,5.33,0.83,7.62,2.96,5.71,8.12,8.46,23.58
68.0,6.0,9.0,3.92,3.17,3.33,1.38,5.91,0.75,2.96,3.29,0.67,0.87,7.12,6.5
76.0,4.0,11.0,16.88,14.5,16.71,8.21,10.13,5.88,11.34,7.5,9.79,7.96,13.75,14.88
70.0,6.0,28.0,16.29,12.75,11.54,8.29,13.83,9.79,13.67,9.87,12.87,11.04,16.92,19.62
73.0,2.0,21.0,14.54,13.5,10.0,7.41,13.17,8.46,13.13,9.21,12.79,12.12,13.37,19.41
73.0,6.0,23.0,10.29,5.04,7.92,4.58,5.71,3.04,4.5,3.04,4.29,3.37,6.5,8.83
64.0,2.0,13.0,26.2,16.08,24.54,14.5,22.13,17.33,20.3,18.58,13.17,17.88,19.25,19.21
61.0,3.0,12.0,14.88,13.88,16.38,10.25,14.92,13.67,17.12,13.7,16.29,15.79,20.5,22.54
78.0,8.0,8.0,13.54,7.46,6.21,6.58,9.79,8.63,7.75,6.79,7.71,6.63,10.25,15.59
70.0,2.0,12.0,17.46,10.29,21.71,5.5,8.79,6.17,10.13,6.38,7.54,7.17,6.58,17.83
65.0,11.0,11.0,17.5,15.34,17.41,8.71,14.92,9.38,14.83,12.12,9.46,11.58,11.0,19.67
76.0,9.0,27.0,11.25,9.5,11.17,4.71,9.38,6.83,7.04,9.08,9.59,4.67,10.88,16.71
71.0,6.0,3.0,13.54,9.04,25.5,6.04,9.75,10.0,8.63,9.67,12.04,9.0,10.92,10.46
78.0,10.0,22.0,6.63,4.92,7.17,3.29,6.25,5.25,8.29,3.88,5.41,6.21,9.83,15.96
62.0,3.0,15.0,15.79,10.83,21.37,10.13,15.75,14.67,16.54,12.87,12.38,15.34,17.92,21.09
67.0,7.0,25.0,11.34,11.17,10.63,4.71,11.17,6.42,7.12,10.54,7.33,9.25,16.25,16.25
76.0,9.0,5.0,4.54,4.29,5.17,1.75,1.0,2.33,3.79,1.83,4.12,4.08,5.46,10.17
65.0,4.0,10.0,16.58,15.41,13.59,11.25,17.83,12.38,18.0,14.71,13.33,13.04,18.05,21.17
76.0,12.0,18.0,14.0,8.58,14.67,4.21,6.71,4.58,9.92,4.88,6.83,7.58,7.0,14.29
71.0,1.0,5.0,15.21,13.5,21.92,8.08,15.0,12.79,17.96,12.33,13.88,10.21,16.58,22.75
70.0,4.0,4.0,17.46,9.79,12.0,8.87,10.46,6.67,11.34,6.75,10.21,9.71,9.17,13.92
71.0,4.0,9.0,9.75,6.42,19.7,6.5,7.92,4.58,5.17,4.25,6.83,3.63,6.58,4.58
65.0,7.0,3.0,9.33,9.67,14.37,8.08,7.41,5.54,9.38,8.67,6.96,10.34,11.0,16.33
62.0,7.0,24.0,10.04,6.34,8.67,2.62,7.08,2.46,4.38,3.17,2.88,5.58,4.67,8.17
74.0,3.0,4.0,10.29,3.17,12.21,5.58,5.29,1.63,9.33,5.04,7.04,5.66,2.37,16.21
70.0,1.0,28.0,17.5,17.67,17.83,8.58,17.37,14.62,13.75,14.88,11.42,12.5,18.79,21.25
62.0,3.0,14.0,5.5,9.92,3.88,2.08,8.71,2.17,4.0,3.5,1.71,2.04,6.67,4.67
69.0,8.0,18.0,8.38,8.46,9.21,3.71,7.92,5.09,4.92,7.46,6.92,8.21,16.08,12.46
78.0,9.0,14.0,11.38,11.54,10.83,7.0,16.38,12.04,13.67,13.79,12.87,11.75,20.25,26.67
75.0,5.0,17.0,6.29,2.83,11.58,1.87,3.75,0.83,2.21,1.92,2.04,2.04,4.33,6.08
71.0,12.0,19.0,25.0,23.54,19.7,14.58,23.91,16.71,19.33,16.96,17.08,17.46,29.2,31.42
68.0,7.0,12.0,3.75,5.41,4.25,2.13,4.83,1.38,5.25,3.13,1.67,2.5,7.83,7.08
68.0,5.0,22.0,4.12,5.5,8.83,1.79,5.91,2.58,4.12,6.0,4.25,4.33,5.13,10.79
62.0,2.0,6.0,21.84,18.29,20.25,12.12,18.79,12.29,18.75,18.41,14.21,17.75,28.12,23.16
73.0,11.0,6.0,6.83,6.67,6.46,3.46,5.58,3.75,6.08,4.79,6.5,5.71,9.5,17.0
68.0,8.0,11.0,7.54,4.46,6.5,2.21,3.08,1.75,5.29,1.96,2.42,1.17,6.21,5.54
69.0,6.0,26.0,12.62,13.79,13.04,8.63,13.33,11.29,9.83,11.67,11.75,11.38,19.58,21.54
78.0,4.0,2.0,8.21,6.04,3.58,2.29,4.25,2.17,4.71,5.75,5.96,4.71,8.71,14.88
72.0,9.0,5.0,3.96,2.08,5.09,1.13,2.08,0.67,3.96,0.54,1.96,0.29,5.09,4.04
77.0,10.0,12.0,16.83,15.83,14.67,8.25,16.5,12.87,16.71,17.92,14.83,17.12,26.58,28.46
73.0,3.0,9.0,12.62,15.67,7.87,5.04,10.58,8.67,6.46,7.25,5.75,4.33,8.42,14.04
71.0,11.0,14.0,9.29,5.46,9.33,3.17,6.83,3.54,7.58,4.21,6.21,6.42,9.38,18.29
64.0,2.0,29.0,8.83,12.17,8.04,5.13,12.5,6.92,5.88,11.38,5.58,11.38,19.95,15.21
71.0,12.0,22.0,7.58,5.09,10.83,3.04,4.21,1.38,3.96,0.54,1.87,1.58,7.46,14.88
78.0,6.0,9.0,13.46,9.59,9.67,6.29,10.08,8.17,9.5,8.38,9.42,10.83,13.13,21.17
63.0,7.0,23.0,12.29,10.67,12.79,8.83,9.96,7.12,7.87,7.62,7.58,9.46,8.46,7.67
65.0,12.0,15.0,14.21,11.5,15.21,7.96,9.62,8.71,8.54,10.17,8.54,13.62,20.08,14.58
76.0,11.0,3.0,9.21,8.12,6.17,2.96,7.46,7.5,7.54,6.0,8.17,7.92,15.16,20.0
77.0,7.0,12.0,6.58,2.75,12.5,3.13,6.08,7.67,9.04,5.09,7.17,3.75,14.58,6.17
61.0,6.0,12.0,9.25,7.08,13.46,5.17,5.66,3.63,9.17,2.88,6.5,6.83,7.29,11.34
61.0,5.0,19.0,5.0,5.29,5.91,3.63,7.25,4.17,6.83,6.79,7.17,9.29,10.83,14.96
72.0,7.0,6.0,9.17,11.5,8.29,2.83,10.13,5.33,5.0,8.08,5.91,5.17,12.96,10.67
70.0,7.0,5.0,10.71,8.83,10.92,5.13,8.83,8.12,9.0,9.13,8.87,9.04,19.12,19.08
71.0,5.0,3.0,12.92,15.21,7.92,5.5,12.21,8.17,4.33,9.33,8.63,8.71,16.54,13.08
65.0,6.0,7.0,5.0,3.13,4.46,2.04,3.17,1.5,2.5,4.33,2.46,3.83,10.46,3.37
61.0,2.0,16.0,16.79,20.17,12.67,13.25,15.29,15.12,3.42,14.29,14.79,13.79,21.92,22.58
63.0,12.0,14.0,12.58,8.42,16.5,7.0,8.87,4.04,9.08,7.25,5.83,4.67,6.87,10.0
62.0,6.0,24.0,19.67,13.67,14.09,12.21,17.71,14.88,25.29,19.0,19.62,20.41,20.3,27.46
63.0,1.0,6.0,19.7,13.75,19.33,10.46,16.96,12.12,20.91,15.67,13.17,12.71,19.08,24.54
66.0,3.0,11.0,23.71,16.42,15.63,14.88,21.34,13.67,20.62,16.79,15.87,17.29,24.08,31.17
65.0,10.0,1.0,10.08,4.29,9.54,6.5,6.71,3.25,8.0,4.38,4.63,5.71,8.38,9.0
62.0,2.0,13.0,26.3,23.38,17.29,12.62,17.21,10.08,15.79,11.87,10.29,12.92,19.5,21.71
67.0,9.0,27.0,18.63,15.54,15.67,11.04,12.38,9.46,9.33,12.71,9.92,11.63,16.54,15.29
68.0,10.0,21.0,6.25,5.83,2.17,2.0,6.08,3.0,3.04,5.0,2.83,2.79,6.08,9.13
65.0,12.0,30.0,14.42,20.67,11.63,10.29,18.08,10.96,17.41,14.04,12.83,14.33,22.63,19.17
61.0,4.0,20.0,21.09,15.41,17.0,11.63,13.25,11.17,12.25,10.54,11.29,11.58,18.05,20.08
78.0,9.0,15.0,11.5,11.87,11.34,7.46,13.59,13.21,14.96,13.21,13.33,11.17,19.25,25.17
78.0,7.0,19.0,17.12,9.25,9.33,8.42,13.88,10.13,11.87,11.42,10.88,10.37,13.59,18.16
78.0,3.0,9.0,8.54,14.17,11.29,4.17,7.87,7.38,2.79,10.04,8.46,5.13,16.13,15.67
77.0,12.0,27.0,22.08,18.16,15.16,11.04,13.75,10.67,16.08,12.54,11.12,10.54,19.46,26.96
66.0,6.0,17.0,12.79,10.71,11.58,7.29,6.83,7.04,8.63,8.54,7.38,10.34,16.0,14.12
78.0,9.0,6.0,10.08,11.96,10.37,4.63,9.67,9.25,7.38,8.08,8.87,7.38,10.25,15.09
61.0,6.0,14.0,8.33,12.42,8.71,6.79,11.87,7.12,5.66,8.63,8.08,10.25,20.21,11.83
66.0,12.0,6.0,11.29,9.54,5.91,5.37,10.83,5.75,12.21,5.66,7.87,7.29,15.71,20.54
70.0,11.0,30.0,9.25,7.92,7.71,5.29,7.75,4.38,7.83,4.12,6.58,6.13,8.96,15.25
68.0,2.0,20.0,9.62,6.0,9.38,2.83,5.0,0.29,2.37,2.25,1.08,5.41,4.25,16.79
62.0,5.0,30.0,6.71,7.87,6.42,4.54,7.46,4.08,7.17,6.42,6.54,9.33,8.0,16.79
63.0,1.0,17.0,20.33,12.67,22.42,10.71,14.21,10.63,15.37,12.75,8.92,10.63,11.46,10.71
77.0,5.0,14.0,8.42,9.83,6.29,3.83,6.13,4.83,6.67,3.75,4.46,3.13,7.75,7.62
61.0,4.0,12.0,10.63,10.04,11.38,5.13,5.71,5.13,6.54,4.75,4.5,5.17,8.5,6.38
63.0,9.0,27.0,11.92,10.25,9.17,7.12,13.46,10.83,15.0,11.38,12.38,13.21,17.12,24.41
70.0,1.0,2.0,9.0,4.29,6.75,4.58,5.79,6.58,8.58,6.21,9.59,6.04,10.17,16.96
63.0,5.0,16.0,8.08,9.13,9.59,6.58,11.0,8.83,14.42,10.08,10.67,12.29,13.7,13.62
74.0,1.0,5.0,24.46,13.5,20.25,13.33,13.13,11.79,12.62,10.29,16.46,17.92,17.46,24.67
65.0,9.0,27.0,12.42,11.87,7.96,5.17,11.34,6.79,5.37,7.96,6.04,8.63,11.34,14.0
62.0,8.0,6.0,11.46,8.83,6.75,4.08,6.42,3.63,5.63,7.0,3.63,7.12,11.08,13.75
72.0,11.0,2.0,7.54,7.33,11.46,2.13,4.08,5.63,8.12,10.41,7.75,9.13,18.41,19.55
67.0,8.0,16.0,14.42,11.79,12.75,7.96,17.29,9.08,10.96,8.75,9.17,8.38,10.67,11.04
63.0,11.0,5.0,9.29,7.5,10.67,5.04,9.92,7.08,11.12,10.83,7.29,10.58,12.83,16.17
61.0,6.0,7.0,11.92,9.42,8.96,6.34,13.13,8.63,8.17,9.71,9.59,9.87,13.25,16.38
78.0,9.0,24.0,11.63,10.13,13.59,4.08,10.5,7.12,12.87,7.83,8.87,8.58,15.12,19.92
72.0,6.0,14.0,8.0,6.75,9.25,5.37,6.42,3.04,3.08,5.46,5.37,4.88,7.17,9.71
74.0,5.0,11.0,15.41,11.54,12.67,3.71,7.46,3.92,5.58,8.87,4.63,5.0,12.38,10.92
68.0,6.0,5.0,6.58,8.92,6.21,4.38,11.0,6.13,6.13,7.5,6.87,6.63,17.67,17.62
70.0,6.0,2.0,5.37,7.12,5.5,2.75,6.71,4.58,6.5,7.54,4.92,6.08,10.96,12.96
69.0,12.0,11.0,6.71,3.37,8.33,0.25,4.29,3.33,5.66,1.79,1.54,1.96,7.83,8.75
62.0,3.0,28.0,14.83,14.12,16.42,9.0,14.33,12.17,13.54,11.46,9.79,11.0,16.21,16.5
78.0,2.0,23.0,15.34,15.0,15.83,10.08,12.25,10.88,13.0,12.17,14.42,10.17,9.62,19.79
62.0,3.0,6.0,15.09,14.37,7.92,5.04,12.62,6.92,8.0,8.42,3.92,5.13,10.75,5.29
67.0,7.0,8.0,16.13,12.71,11.04,9.29,16.17,10.54,12.58,14.09,11.21,10.92,16.33,22.75
77.0,3.0,3.0,11.12,12.5,12.92,7.29,11.21,10.25,16.71,11.96,14.79,14.29,18.25,23.29
61.0,2.0,12.0,16.0,16.92,17.25,8.38,11.75,10.37,11.71,14.37,10.37,14.62,25.41,17.04
67.0,12.0,8.0,21.25,15.12,18.63,12.29,13.5,9.17,15.79,11.42,13.0,7.58,21.75,25.46
70.0,8.0,29.0,5.09,7.92,6.04,2.46,3.54,2.5,4.67,3.21,1.63,2.71,9.25,5.96
77.0,2.0,2.0,16.38,13.33,15.54,8.79,11.12,10.75,9.21,9.25,11.21,11.34,12.46,17.75
67.0,8.0,22.0,3.83,6.79,5.46,2.37,6.29,3.17,3.54,3.75,2.71,3.29,7.75,8.04
62.0,12.0,12.0,30.91,24.79,21.87,16.75,19.92,12.12,19.67,18.88,15.96,23.21,28.33,37.12
78.0,11.0,11.0,12.21,12.5,9.71,5.29,8.63,7.67,4.12,7.92,7.92,9.21,17.0,15.63
62.0,1.0,26.0,5.96,4.08,4.92,2.13,4.54,3.08,7.41,1.92,4.04,4.08,4.29,7.08
70.0,8.0,23.0,5.04,3.46,5.96,1.79,2.54,0.63,1.42,0.5,2.5,0.13,2.83,3.37
70.0,7.0,30.0,13.67,15.96,13.96,6.67,13.88,10.67,12.17,13.67,12.21,13.04,20.58,20.12
62.0,12.0,25.0,8.0,2.58,8.75,1.79,1.0,0.75,7.0,0.75,2.33,3.67,6.96,12.46
70.0,6.0,16.0,7.46,5.41,18.46,6.75,9.29,6.42,9.25,6.42,8.08,4.5,11.67,10.17
66.0,10.0,14.0,12.54,8.29,12.17,4.67,8.46,4.5,2.83,3.08,4.0,3.04,5.29,4.08
61.0,7.0,20.0,5.88,2.92,4.08,2.42,6.21,2.71,3.04,5.46,5.63,5.37,7.29,8.33
72.0,7.0,29.0,7.62,6.29,7.5,4.17,4.33,3.21,6.17,1.71,5.75,3.25,7.79,7.04
70.0,1.0,24.0,13.88,14.33,13.37,5.54,10.21,9.71,11.08,11.04,9.17,10.63,15.29,21.67
69.0,5.0,23.0,15.79,10.96,15.96,7.75,12.5,12.62,7.96,11.38,11.12,10.34,11.83,17.41
72.0,7.0,25.0,4.17,3.63,3.88,3.58,4.63,0.54,4.21,2.67,3.63,1.5,12.87,9.04
72.0,4.0,13.0,6.75,6.67,6.04,2.33,4.79,0.79,5.46,2.46,2.67,1.96,6.25,7.5
75.0,2.0,19.0,17.46,17.62,16.17,7.92,16.33,11.71,10.63,12.42,12.79,11.63,17.88,23.42
78.0,11.0,13.0,18.79,17.96,14.62,7.21,12.29,10.29,16.5,12.5,13.42,14.54,23.79,24.33
75.0,3.0,21.0,16.33,14.46,14.5,7.83,11.54,10.13,11.12,9.83,12.29,11.96,14.88,22.34
63.0,1.0,5.0,7.5,6.04,9.87,3.37,5.96,6.29,13.08,12.46,7.04,11.63,14.96,29.04
64.0,9.0,30.0,9.21,1.75,15.29,1.58,3.67,0.92,3.67,2.25,3.63,3.08,4.08,3.88
76.0,5.0,21.0,15.37,15.16,12.17,5.88,10.37,7.62,9.83,9.13,11.21,11.21,18.41,17.46
63.0,4.0,24.0,8.54,3.54,5.04,5.79,9.0,7.25,6.67,8.83,7.46,8.87,10.0,9.67
73.0,8.0,16.0,5.0,5.04,6.25,2.62,5.37,3.75,4.21,5.0,5.09,4.08,10.92,10.29
69.0,1.0,16.0,16.33,13.29,14.04,11.54,15.09,9.96,17.29,12.42,17.08,15.54,18.46,24.25
74.0,1.0,11.0,28.62,26.3,22.21,15.87,23.13,16.04,20.25,19.92,19.0,19.83,30.21,31.2
68.0,7.0,2.0,18.54,11.34,13.62,10.46,16.13,9.75,12.38,10.5,12.08,13.25,14.62,20.17
78.0,9.0,7.0,9.79,9.29,7.83,5.25,10.21,11.12,9.21,9.46,9.79,7.08,15.41,15.34
74.0,10.0,16.0,9.38,8.33,3.88,2.08,6.79,2.29,5.41,5.83,3.58,2.54,10.5,10.83
78.0,11.0,30.0,15.34,4.54,14.75,3.5,4.54,4.96,7.5,2.42,4.96,3.75,4.92,11.5
74.0,12.0,30.0,13.29,13.42,13.17,3.63,9.75,6.34,11.08,12.17,10.83,9.0,18.16,22.13
68.0,7.0,25.0,3.46,2.42,3.42,2.54,4.0,1.54,2.25,1.75,1.04,1.33,6.96,5.04
72.0,3.0,5.0,16.5,12.71,10.63,6.25,11.54,6.79,8.87,6.75,8.04,8.42,15.09,16.58
77.0,1.0,18.0,11.42,8.21,15.37,7.08,9.92,11.58,14.83,9.0,10.83,14.09,11.25,24.25
76.0,3.0,11.0,14.83,9.13,13.0,8.17,9.96,6.79,11.34,9.46,11.0,11.87,11.58,16.04
63.0,3.0,7.0,20.58,18.54,19.83,15.29,18.08,13.92,17.88,16.62,15.59,18.84,17.46,17.33
65.0,2.0,8.0,6.92,6.46,13.92,4.25,4.42,1.46,4.79,4.5,3.21,4.54,5.04,12.21
77.0,9.0,17.0,12.71,12.71,14.0,4.46,9.38,7.5,10.58,6.04,6.96,5.71,11.0,14.04
71.0,6.0,6.0,3.96,3.25,15.12,3.83,4.67,2.67,4.71,5.33,3.29,2.08,12.04,9.25
68.0,2.0,10.0,17.46,19.62,17.0,9.08,17.16,10.63,10.04,11.5,9.33,7.12,13.7,16.62
63.0,3.0,31.0,7.41,9.83,8.0,5.13,8.87,7.04,6.83,9.62,6.87,8.96,17.5,17.92
77.0,2.0,1.0,11.83,9.71,11.0,4.25,8.58,8.71,6.17,5.66,8.29,7.58,11.71,16.5
74.0,12.0,29.0,14.83,11.58,12.71,9.29,13.7,8.0,14.96,11.42,13.75,9.04,12.92,22.5
72.0,2.0,20.0,10.17,9.83,6.21,2.5,10.37,6.25,4.12,6.58,4.96,4.83,12.04,11.71
72.0,5.0,16.0,8.58,4.33,7.21,3.04,5.29,2.0,4.21,3.79,3.83,2.75,11.71,9.13
66.0,5.0,28.0,13.46,13.92,12.08,4.67,8.54,7.54,6.54,6.71,7.87,7.29,9.33,15.09
75.0,7.0,23.0,15.96,14.88,13.42,8.54,15.67,9.13,14.62,13.42,13.13,10.83,16.75,15.87
