@relation EGSSD

@attribute tau1 numeric
@attribute tau2 numeric
@attribute tau3 numeric
@attribute tau4 numeric
@attribute p1 numeric
@attribute p2 numeric
@attribute p3 numeric
@attribute p4 numeric
@attribute g1 numeric
@attribute g2 numeric
@attribute g3 numeric
@attribute g4 numeric
@attribute stab numeric

@data
8.360144,1.357587,8.777491,9.960639,4.282371,-1.68632,-1.534195,-1.061856,0.153156,0.616575,0.842596,0.32301,0.011757
6.84564,7.201967,6.414148,2.48775,5.074771,-1.534024,-1.551811,-1.988936,0.100496,0.825944,0.111476,0.618801,0.004603
9.667321,6.237136,8.861572,6.471214,4.231425,-1.154554,-1.261862,-1.815009,0.802051,0.100206,0.490517,0.176005,0.038089
5.502669,3.964471,9.022303,1.598877,5.395235,-1.847152,-1.890706,-1.657377,0.514001,0.594228,0.259277,0.134162,-0.008789
7.689722,0.778434,7.182402,6.343753,2.690707,-1.228065,-0.75556,-0.707083,0.15788,0.299006,0.160697,0.900996,-0.00083
9.707742,4.508422,1.375801,6.524947,3.74001,-1.720338,-1.488554,-0.531118,0.068001,0.279234,0.754984,0.66524,-0.028025
7.089747,4.294604,2.783223,6.696853,4.813678,-1.45633,-1.679221,-1.678126,0.144883,0.285359,0.423012,0.943632,0.023452
8.896468,3.13656,5.328579,6.947275,4.209051,-1.725551,-1.510989,-0.972511,0.174737,0.759839,0.789017,0.55503,0.044935
1.80392,3.243643,5.399893,5.486597,3.195932,-1.77098,-0.874225,-0.550726,0.759497,0.333879,0.237178,0.59303,-0.010462
3.258913,9.482473,9.322187,8.430498,3.283779,-1.382038,-0.89042,-1.01132,0.827467,0.064726,0.481888,0.689164,0.028838
5.47034,5.174801,3.133136,2.228293,4.183611,-1.049043,-1.660483,-1.474086,0.307746,0.83089,0.569758,0.329086,0.025672
2.414399,4.798069,5.833819,3.933389,3.780418,-1.002008,-0.852124,-1.926287,0.793482,0.768725,0.920383,0.303461,0.0669
1.064685,5.98816,6.999013,8.431928,3.588192,-0.911241,-1.135695,-1.541256,0.184774,0.224443,0.601741,0.112095,-0.019031
4.67928,0.904764,4.962593,7.860854,3.52672,-1.180989,-1.576943,-0.768788,0.658196,0.91358,0.19552,0.556854,-0.014252
0.628643,5.825346,3.739618,7.374629,3.541521,-1.141274,-1.63052,-0.769728,0.981121,0.460229,0.902377,0.60829,0.00474
4.134105,1.640009,6.881026,5.233893,3.605689,-1.486093,-0.67513,-1.444466,0.172936,0.993618,0.87002,0.58722,0.028712
0.913176,5.19183,0.599266,5.048716,4.743501,-1.752848,-1.049955,-1.940698,0.467831,0.515435,0.556391,0.465323,-0.036096
7.362634,4.789448,2.301323,6.638678,2.985982,-0.594768,-0.889538,-1.501676,0.330877,0.681353,0.220078,0.229121,0.000237
6.855594,9.058189,6.855304,2.41447,3.407214,-1.141995,-1.112314,-1.152905,0.580808,0.681813,0.14257,0.222832,0.026236
6.762122,2.220045,3.884345,6.122008,5.112862,-1.225994,-1.9624,-1.924468,0.826294,0.947772,0.848619,0.942488,0.086495
1.505885,9.429076,9.028299,3.894798,4.53977,-1.306711,-1.288644,-1.944415,0.931961,0.357534,0.309457,0.651021,-0.031472
5.074649,3.639788,9.795083,6.289911,3.361214,-0.658672,-1.938956,-0.763585,0.761413,0.702345,0.341182,0.445081,0.042777
3.30239,9.839883,1.882652,4.875375,4.714462,-1.924809,-1.883492,-0.906162,0.093198,0.942156,0.225119,0.23171,0.00753
3.369793,6.094729,6.784807,6.393626,3.441061,-1.421766,-0.902167,-1.117127,0.129832,0.885262,0.282056,0.325693,0.030337
1.017348,7.337234,3.698182,8.040536,3.020034,-1.062528,-1.044512,-0.912994,0.564768,0.497335,0.448828,0.521683,-0.001203
0.640441,0.590795,6.944576,0.597013,5.239317,-1.98686,-1.564323,-1.688134,0.269522,0.141489,0.188461,0.490597,-0.038919
7.939766,9.442555,5.741089,1.07149,3.969527,-1.133912,-1.240557,-1.595058,0.095506,0.203932,0.815838,0.158058,-0.011766
5.600064,7.372791,4.094214,4.884394,2.695068,-0.536853,-1.347322,-0.810893,0.99857,0.823438,0.415769,0.958779,0.099506
1.837441,3.748262,7.517664,3.742019,4.058324,-1.299767,-1.515984,-1.242573,0.450911,0.186519,0.787602,0.200478,-0.010694
3.060562,7.900579,1.511527,3.854552,3.66586,-1.36343,-0.864728,-1.437702,0.152748,0.585708,0.341114,0.606545,-0.016584
6.228138,3.242629,4.192199,5.640778,3.932422,-1.142286,-1.014698,-1.775438,0.235951,0.087438,0.276165,0.341081,-0.043196
8.41924,9.416469,4.701859,4.752126,4.122568,-1.732272,-0.6632,-1.727096,0.661576,0.753178,0.406485,0.491884,0.057129
5.683034,2.599733,4.32874,2.993447,5.29581,-1.531797,-1.962144,-1.80187,0.710287,0.937558,0.945844,0.802135,0.092657
1.708734,5.675855,7.39792,2.630362,3.048755,-1.562707,-0.593494,-0.892554,0.3312,0.85189,0.568369,0.671413,0.031963
3.597291,6.335141,7.437708,8.568557,3.373758,-1.890313,-0.765126,-0.718319,0.270232,0.954095,0.691454,0.94925,0.084527
3.757067,1.891919,5.19415,2.557394,4.250885,-1.764342,-1.152437,-1.334106,0.63531,0.496708,0.467886,0.25099,-0.008155
9.132478,9.434667,9.194829,7.485031,2.954915,-0.96003,-1.425941,-0.568945,0.391376,0.827809,0.282745,0.802284,0.069581
1.230935,8.17061,2.082897,1.420151,3.099776,-0.805132,-1.787072,-0.507571,0.857118,0.276769,0.724424,0.972584,-0.011295
7.615254,2.46665,9.959672,7.525616,3.974529,-1.328703,-1.71087,-0.934956,0.373285,0.69417,0.815965,0.144984,0.021259
4.284604,3.461109,4.616364,3.545257,3.561826,-0.712646,-1.199606,-1.649574,0.213426,0.320326,0.916683,0.624537,0.039582
7.286377,8.673849,2.580084,5.388073,3.435488,-1.83243,-0.846343,-0.756716,0.126148,0.676419,0.159271,0.09153,-0.009076
2.002278,8.426628,1.055811,7.100626,4.882978,-1.223346,-1.734231,-1.925401,0.634285,0.545284,0.419823,0.62061,-0.005604
5.677365,4.443505,5.404968,3.959704,3.219623,-0.975188,-1.472067,-0.772369,0.320535,0.900798,0.52341,0.284828,0.046115
5.240172,7.092724,4.430599,5.383372,3.677094,-1.204685,-1.282442,-1.189968,0.059946,0.938988,0.573348,0.942967,0.073836
6.310281,5.544673,4.105735,4.173095,3.688279,-0.865258,-1.907218,-0.915803,0.932832,0.425546,0.627124,0.074897,0.049699
8.211001,8.631936,3.537728,7.012678,3.852701,-1.888343,-1.147586,-0.816772,0.21607,0.952945,0.984946,0.880714,0.076475
7.97863,9.704435,2.821154,2.272734,4.019159,-1.978083,-0.510322,-1.530754,0.212843,0.417882,0.62732,0.551984,-0.024843
9.606834,9.674197,1.126532,6.646583,4.248721,-1.360863,-1.644422,-1.243436,0.346593,0.334883,0.943078,0.867159,0.005856
3.197134,6.578369,6.846231,4.262206,3.21064,-1.352309,-0.577918,-1.280413,0.147632,0.220005,0.657397,0.304391,0.00195
5.280618,6.181963,2.06795,0.839869,4.910284,-1.556065,-1.794954,-1.559265,0.962599,0.622998,0.308347,0.654504,0.019006
8.089295,3.832838,4.257322,9.733149,3.93049,-1.495822,-1.458413,-0.976255,0.082671,0.978783,0.684053,0.84282,0.041277
6.445718,5.703999,9.891735,0.905365,3.984816,-1.730207,-0.812256,-1.442354,0.571382,0.662329,0.448557,0.977904,0.003277
3.467005,9.116684,3.041559,1.826685,2.955594,-0.790744,-1.639308,-0.525542,0.906189,0.503723,0.955961,0.681552,0.007882
2.848814,1.53372,3.485748,7.665655,3.443976,-0.625869,-1.735384,-1.082722,0.83878,0.953618,0.520575,0.700751,0.003828
4.031788,3.124513,6.665216,4.917973,4.336058,-1.195921,-1.90481,-1.235327,0.683376,0.734219,0.657271,0.956041,0.085536
3.869109,9.803083,5.84191,3.600657,4.22879,-1.045827,-1.349984,-1.832979,0.373862,0.876318,0.284509,0.39235,0.024092
3.250307,7.610772,9.719977,7.654014,2.793639,-0.805483,-0.501448,-1.486708,0.582029,0.650986,0.968792,0.661476,0.071833
2.680324,7.956799,3.195338,2.145972,5.10881,-1.649695,-1.504103,-1.955011,0.806156,0.317052,0.334109,0.24905,-0.047558
1.128118,8.052062,2.925371,5.42289,2.665962,-0.86175,-0.948504,-0.855708,0.338401,0.436792,0.831654,0.45888,-0.00779
1.009735,9.813596,5.909705,9.81599,3.736355,-0.579141,-1.223516,-1.933699,0.480475,0.74829,0.755558,0.207668,0.021977
4.906042,6.119412,5.131427,2.85541,4.467788,-1.940932,-0.70438,-1.822477,0.164936,0.324598,0.291343,0.326965,-0.036541
3.929851,5.831624,3.790424,3.049095,3.90646,-0.947411,-1.818627,-1.140422,0.825824,0.327389,0.374533,0.561738,0.032848
1.158098,1.741956,5.185417,8.154629,3.314619,-0.894513,-1.33123,-1.088876,0.072144,0.551613,0.621393,0.837047,0.014337
9.245808,7.61423,7.04027,5.885652,4.959498,-1.24788,-1.730131,-1.981488,0.169418,0.484953,0.168581,0.214235,-0.001954
2.419299,4.872877,2.0446,8.418262,3.607512,-1.548197,-0.928105,-1.13121,0.403777,0.265646,0.151672,0.368521,-0.034781
2.12126,3.391656,3.491384,6.223694,3.17274,-1.815596,-0.814895,-0.542249,0.970112,0.062447,0.192897,0.365569,-0.032914
1.647482,1.784393,1.266816,9.096517,3.736349,-1.329334,-0.980748,-1.426267,0.416247,0.617616,0.088508,0.480449,-0.02843
0.748419,1.997205,7.749353,3.735073,4.258298,-0.79232,-1.734121,-1.731858,0.679119,0.538036,0.07367,0.936776,-0.050008
8.516534,6.111903,3.01997,4.056373,3.535302,-1.827778,-0.961927,-0.745598,0.319423,0.767907,0.367094,0.936704,0.050209
3.716848,3.729705,7.405972,1.897775,4.176083,-1.906371,-0.822272,-1.44744,0.375313,0.472364,0.855798,0.301067,0.017571
7.539281,5.800376,5.256451,5.687108,3.950134,-1.554704,-1.346005,-1.049425,0.143159,0.591972,0.195637,0.937006,0.045603
1.476897,3.535245,3.986129,0.57212,4.951229,-1.833249,-1.664011,-1.453968,0.740289,0.751376,0.364739,0.151992,-0.034225
9.300382,8.316765,0.892133,6.838871,4.254823,-1.681907,-1.245183,-1.327733,0.790594,0.312758,0.131628,0.893573,0.05239
8.532347,5.258128,5.025326,4.322833,4.918682,-1.442002,-1.69747,-1.77921,0.888942,0.666684,0.540205,0.716176,0.075986
7.266479,2.023317,3.374176,0.73316,4.434115,-1.523657,-1.226502,-1.683956,0.672559,0.318698,0.089513,0.781366,-0.044848
7.629225,9.252278,1.153948,1.361118,2.829314,-1.181857,-0.987043,-0.660415,0.41157,0.93589,0.223528,0.434872,0.010481
4.34278,9.39771,2.583826,1.4223,2.800568,-1.404783,-0.600223,-0.795562,0.370551,0.50423,0.515813,0.090129,-0.023222
7.463426,6.177211,1.750336,1.986298,3.226637,-0.744165,-1.115322,-1.36715,0.06794,0.189521,0.093926,0.560826,-0.03635
8.006585,5.990271,5.40465,4.977226,2.255512,-0.781135,-0.59941,-0.874967,0.247962,0.241721,0.231341,0.536691,-0.001036
8.714986,6.872427,6.066249,4.795013,5.413261,-1.698872,-1.809902,-1.904486,0.715932,0.103646,0.550073,0.974746,0.060422
9.584957,6.234441,4.868972,1.758749,3.684851,-0.769186,-1.419933,-1.495732,0.939777,0.26803,0.610658,0.178609,0.032958
7.054571,8.706,6.187938,7.050216,4.731975,-1.888046,-1.63913,-1.204799,0.992215,0.576792,0.143562,0.559103,0.069137
7.241364,7.109891,8.309352,7.740612,3.197147,-1.175173,-0.78097,-1.241003,0.344526,0.07974,0.200819,0.911152,0.035788
0.670385,1.590739,2.22346,8.778365,3.022367,-1.739038,-0.673278,-0.610051,0.737471,0.431737,0.086772,0.368778,-0.033457
0.918403,2.277196,2.02417,4.476102,3.019292,-1.53235,-0.715562,-0.77138,0.673846,0.186228,0.369991,0.533568,-0.027044
4.18494,8.35383,1.808347,5.264113,3.252513,-0.930212,-1.666511,-0.655789,0.643027,0.284864,0.552895,0.831909,0.028744
1.002084,3.979788,6.269573,8.806182,4.521261,-0.732172,-1.892964,-1.896126,0.912407,0.284584,0.303184,0.378704,-0.03476
1.532884,1.562481,2.800946,1.393569,4.75738,-1.533387,-1.905244,-1.318749,0.615165,0.088079,0.55435,0.787157,-0.045491
2.605655,8.706644,9.043936,7.373896,3.796524,-1.242096,-0.750194,-1.804234,0.636916,0.288878,0.812172,0.127818,0.019071
7.124181,5.859312,2.218163,4.990139,3.365759,-0.541177,-1.484039,-1.340544,0.975576,0.550714,0.478144,0.49559,0.057822
8.601702,7.789067,9.781243,2.49055,3.020763,-1.33968,-0.875627,-0.805455,0.567707,0.49823,0.684182,0.913005,0.043367
2.821339,8.188749,6.282552,2.751312,3.512093,-1.818547,-0.755728,-0.937819,0.210834,0.19392,0.137983,0.270048,-0.0492
5.922762,9.711858,8.549475,9.036067,3.776376,-1.978384,-0.717398,-1.080594,0.715211,0.580731,0.683788,0.284152,0.063959
1.423564,0.911521,5.631185,4.760591,3.899168,-0.963401,-1.735795,-1.199972,0.12811,0.363722,0.955312,0.569862,0.0129
6.214342,8.571583,1.93048,3.634636,2.186218,-0.518826,-0.997043,-0.670349,0.708719,0.915091,0.379413,0.436832,0.044096
4.7442,1.803383,6.963571,8.74255,2.756592,-0.866913,-0.770945,-1.118734,0.436135,0.689629,0.751226,0.281574,0.01665
8.958459,1.825308,8.361435,3.334944,3.414861,-0.923525,-1.692667,-0.798669,0.094101,0.825588,0.528981,0.891903,-0.019982
4.786761,8.289658,3.765088,2.797598,3.312598,-1.130615,-0.720092,-1.461891,0.164504,0.906108,0.919525,0.179458,0.032331
4.751488,8.534408,7.438,7.593556,3.89416,-1.860782,-0.621904,-1.411474,0.503537,0.644195,0.811426,0.544473,0.07368
3.158807,2.248813,4.715771,3.452343,2.690662,-0.531961,-1.199251,-0.959449,0.275504,0.504922,0.759566,0.066782,-0.015694
6.388456,1.174344,1.892982,1.139985,4.596899,-1.30135,-1.857423,-1.438126,0.912586,0.487745,0.392104,0.956207,-0.048995
6.753901,3.282016,7.462296,2.330513,3.069819,-0.743441,-1.377221,-0.949157,0.932418,0.560693,0.45455,0.494511,0.042456
5.105717,7.457544,2.818006,2.185079,3.575752,-1.584827,-0.54599,-1.444935,0.839432,0.797139,0.684608,0.965324,0.057811
9.661299,6.990664,4.601821,3.856903,3.785514,-1.124866,-1.918049,-0.742599,0.062992,0.823082,0.428614,0.06562,0.009915
1.732911,4.909288,9.819694,2.379101,3.723813,-0.974287,-1.829675,-0.919851,0.575875,0.424207,0.585555,0.882362,-0.012027
8.842672,6.740765,7.055722,2.901898,3.903468,-1.994698,-1.308492,-0.600278,0.494072,0.681695,0.512807,0.188588,0.043538
2.573607,2.47362,7.895556,6.731092,3.788865,-1.665132,-0.703825,-1.419907,0.095366,0.251804,0.813283,0.972497,0.049161
4.788933,8.970406,8.216139,4.204198,4.29627,-1.377626,-1.304913,-1.613731,0.33028,0.762503,0.284965,0.541356,0.035999
6.139562,8.234815,2.863235,3.348155,3.245466,-1.230799,-1.38988,-0.624787,0.294802,0.569719,0.437918,0.382362,0.001907
5.226291,9.671653,9.254427,6.958719,3.29718,-0.57813,-1.741768,-0.977282,0.667868,0.189895,0.142458,0.729462,0.035118
8.163122,7.107211,9.688806,2.054135,3.595449,-0.692772,-1.258821,-1.643855,0.103278,0.172868,0.657643,0.679534,-0.010239
0.752744,2.313895,3.098192,5.681212,3.264643,-1.118281,-1.136331,-1.010031,0.419205,0.880367,0.06296,0.893005,-0.012025
7.284726,4.624809,5.375886,9.235105,3.951752,-1.960796,-1.071126,-0.91983,0.889033,0.63259,0.849057,0.086293,0.069329
2.825559,8.901763,8.226147,5.314524,3.798517,-1.348171,-1.801172,-0.649174,0.154021,0.799837,0.549468,0.613004,0.051265
7.396478,2.514941,1.543949,4.563055,3.548922,-1.420994,-0.97721,-1.150718,0.094359,0.053951,0.361988,0.821784,-0.018083
0.861132,1.908174,8.733139,9.181457,4.945735,-1.965416,-1.297945,-1.682373,0.529633,0.478497,0.176324,0.775423,-0.012797
9.163238,5.382265,0.839464,6.985736,3.016775,-1.289939,-1.115623,-0.611214,0.390286,0.487989,0.548487,0.315717,-0.015196
3.113845,8.821727,1.428431,7.427655,3.609091,-1.3802,-0.54146,-1.687432,0.187848,0.591215,0.795013,0.370108,-0.016897
2.542683,3.734958,2.025845,1.481718,4.152418,-1.464663,-0.759996,-1.927759,0.294024,0.378775,0.900466,0.111453,-0.029211
4.780554,8.116048,3.616227,7.052487,3.059736,-0.862244,-0.614105,-1.583386,0.544014,0.375666,0.872887,0.548625,0.05007
0.671167,1.203898,7.000315,5.521832,5.59945,-1.996866,-1.694484,-1.9081,0.457183,0.986313,0.660037,0.700742,-0.013279
2.248035,8.116351,6.988697,3.962811,2.793551,-0.912954,-0.714474,-1.166122,0.860094,0.874865,0.580405,0.559227,0.047682
1.735668,4.195559,9.853945,6.869467,3.746089,-1.796223,-1.34903,-0.600836,0.567071,0.254824,0.544904,0.304851,-0.015439
4.695557,3.403872,6.604464,2.657945,4.237085,-0.673088,-1.656172,-1.907825,0.638219,0.637886,0.508714,0.732245,0.047753
2.669299,4.996762,7.453415,9.515592,4.278588,-1.28884,-1.633078,-1.35667,0.939928,0.131889,0.637126,0.67632,0.028422
7.637649,4.9917,6.422943,2.142986,3.366137,-0.907923,-1.285075,-1.173138,0.639286,0.471583,0.430878,0.935079,0.031928
2.182479,1.660789,5.493095,6.052795,4.043873,-1.75374,-1.386442,-0.903691,0.350845,0.974612,0.075034,0.613947,-0.038039
3.814277,8.117531,1.461735,1.974239,3.293088,-1.150932,-0.79185,-1.350306,0.610978,0.35238,0.319045,0.985747,-0.030089
5.124909,7.898497,6.385087,4.325631,2.904074,-1.098326,-0.524693,-1.281054,0.494846,0.460814,0.349333,0.120537,0.015339
1.319996,9.973993,5.368922,7.112525,1.976222,-0.590804,-0.821785,-0.563633,0.679202,0.221931,0.472315,0.475716,-0.016403
9.878748,6.1516,7.369534,8.034722,3.771052,-1.265023,-1.819004,-0.687025,0.411168,0.589626,0.931571,0.945197,0.088411
7.92635,9.544902,4.344172,1.026276,4.707413,-1.385206,-1.550588,-1.771619,0.565584,0.470523,0.207594,0.995957,-0.01866
2.339337,2.128505,2.307307,3.328245,2.817168,-1.269084,-0.851219,-0.696865,0.978274,0.299677,0.43185,0.313464,-0.0066
8.684566,6.911133,0.755153,6.821668,4.924265,-1.782881,-1.25514,-1.886244,0.580576,0.301841,0.360058,0.781187,0.029732
7.788707,7.853581,8.27092,8.017273,5.50691,-1.810816,-1.98775,-1.708344,0.768649,0.43509,0.981105,0.309567,0.078724
2.638702,6.929765,3.703363,7.162528,3.852485,-1.55296,-1.456538,-0.842987,0.384568,0.949214,0.301065,0.426043,0.038065
5.938977,8.027238,7.662978,0.78018,3.995216,-1.392596,-1.191843,-1.410777,0.645729,0.197834,0.177988,0.84525,-0.035258
4.539192,6.268175,1.414899,9.980798,2.587161,-0.724713,-1.042818,-0.819629,0.980401,0.053137,0.534246,0.202085,-0.00815
6.957782,8.505518,6.947768,1.728251,3.546453,-0.904645,-0.642133,-1.999675,0.685903,0.659396,0.292872,0.536579,0.034223
7.516774,4.868241,2.776119,2.217811,3.317264,-0.933355,-1.614237,-0.769672,0.81586,0.858771,0.591456,0.291539,0.044772
7.006035,8.408311,6.315559,1.578941,4.794548,-1.68357,-1.595611,-1.515368,0.686215,0.088999,0.465768,0.477118,0.006892
1.767344,8.060663,1.499487,0.790739,4.392848,-1.4754,-1.345792,-1.571657,0.778983,0.140279,0.1169,0.916518,-0.058346
5.910437,6.272486,7.669574,3.414154,4.722792,-1.403321,-1.997871,-1.3216,0.169677,0.722461,0.317099,0.288235,0.016268
6.393214,9.681052,0.979416,6.144046,1.942945,-0.533786,-0.841956,-0.567203,0.954346,0.645904,0.812187,0.913952,0.053322
7.641434,7.964441,0.659927,1.032875,3.911453,-1.382378,-1.858607,-0.670469,0.07866,0.492753,0.103499,0.286473,-0.046825
3.074685,4.6753,9.445602,1.063674,2.528923,-0.880051,-0.56899,-1.079882,0.579836,0.558657,0.363877,0.604596,-0.024338
8.005344,1.363685,2.71143,8.585742,4.661824,-1.859901,-1.778678,-1.023245,0.261455,0.602964,0.632555,0.247175,-0.035307
6.93739,3.103997,4.237857,7.874928,3.776697,-0.885719,-1.69963,-1.191349,0.270539,0.082,0.310468,0.8378,0.020299
4.975196,6.939761,8.376893,2.898454,5.136725,-1.365913,-1.975472,-1.79534,0.444214,0.692809,0.649641,0.18174,0.044187
6.412149,3.454132,3.336055,7.802908,4.062144,-1.344117,-1.755103,-0.962924,0.936315,0.943569,0.234987,0.500656,0.060025
1.44732,7.630439,6.862585,8.061419,4.617076,-1.812674,-1.185087,-1.619315,0.155874,0.706061,0.856859,0.666886,0.06618
2.102039,4.041711,9.573011,3.813266,4.41718,-1.75413,-1.526863,-1.136187,0.772813,0.304003,0.991482,0.566603,0.0115
6.157794,7.549347,9.75332,4.053982,3.532567,-0.695495,-1.128996,-1.708077,0.596511,0.223355,0.641108,0.978033,0.05209
2.93233,0.649265,6.368645,9.498755,3.64316,-1.620073,-1.150912,-0.872175,0.324159,0.423821,0.185662,0.188478,-0.045078
2.430025,3.006007,5.742373,1.305008,4.934764,-1.923623,-1.221233,-1.789908,0.498904,0.203296,0.558386,0.890819,-0.021685
6.603666,8.063095,1.417648,7.018616,4.825047,-1.786153,-1.390358,-1.648536,0.206286,0.570394,0.286744,0.677937,0.024679
4.56466,7.850585,0.8567,8.173837,2.546748,-0.606129,-0.616607,-1.324011,0.224449,0.942553,0.857628,0.370748,0.006846
2.343442,2.274159,4.302525,7.673325,2.380374,-0.685034,-1.132826,-0.562514,0.502619,0.269203,0.761539,0.706062,0.018691
7.243522,3.305656,8.410299,8.480943,4.063212,-1.368582,-1.956199,-0.738432,0.400334,0.659297,0.49954,0.210584,0.021515
8.610135,5.659632,6.429122,8.277565,4.167312,-1.249378,-1.114889,-1.803045,0.469792,0.938432,0.110839,0.952255,0.07242
5.979015,7.174424,2.164228,3.978603,3.642521,-1.773446,-0.569999,-1.299076,0.60301,0.511733,0.166364,0.90376,0.04367
4.77,8.738512,7.706039,6.966873,3.990369,-1.634038,-1.684374,-0.671958,0.115884,0.094608,0.882709,0.409929,0.030776
2.929199,7.643344,3.172333,1.767006,3.018913,-0.850014,-1.12687,-1.042029,0.438124,0.686025,0.517139,0.087094,-0.008629
3.775047,7.677721,5.623996,9.403579,3.541502,-0.734045,-1.994146,-0.81331,0.940284,0.649087,0.058708,0.958959,0.057783
5.558924,1.089548,4.559442,6.912295,3.612513,-1.076413,-1.129824,-1.406276,0.981305,0.070612,0.958152,0.380616,0.063767
5.858016,6.973412,4.478434,7.77071,4.056539,-0.806007,-1.285332,-1.9652,0.59679,0.309962,0.12185,0.960542,0.053894
6.84762,8.208848,6.403254,2.746478,5.467257,-1.748708,-1.94256,-1.77599,0.504322,0.528434,0.79613,0.783066,0.057963
5.511916,7.238489,7.104743,5.061164,4.113182,-1.978624,-1.265104,-0.869454,0.631256,0.058982,0.877815,0.28128,0.044877
5.121542,2.602448,5.067029,2.115548,2.833652,-0.548384,-1.009368,-1.2759,0.972675,0.974242,0.949175,0.424763,0.085969
5.312771,8.067365,9.313984,5.598046,3.873806,-1.821013,-1.117613,-0.935181,0.556648,0.933072,0.696745,0.617441,0.081094
0.617814,3.907516,2.540675,2.816319,3.870147,-1.878871,-0.584954,-1.406321,0.216338,0.329382,0.143225,0.754968,-0.039284
9.577789,1.704913,6.09286,0.63367,5.075044,-1.699826,-1.866091,-1.509127,0.177024,0.611693,0.382866,0.194269,-0.053377
8.802797,6.319311,7.916546,5.142252,4.082333,-1.698165,-1.631279,-0.752889,0.617093,0.8743,0.671986,0.198656,0.069589
8.902879,1.756123,0.58565,9.125736,3.118294,-0.864997,-1.557645,-0.695651,0.340981,0.55964,0.066237,0.948166,0.012952
4.534519,1.336726,5.889803,6.342337,3.711372,-1.115523,-1.550236,-1.045612,0.997843,0.79792,0.563447,0.578233,0.053438
5.369705,8.236281,7.222041,1.438336,3.506594,-0.783832,-1.604684,-1.118078,0.262675,0.713085,0.101642,0.475961,-0.008761
4.827765,0.651193,4.956291,8.896559,3.396414,-1.898571,-0.647433,-0.85041,0.572383,0.52666,0.601625,0.550881,0.007248
